BuildingNumber_original;BuildingNumber;City;CompetentAuthorityName;CountryName;FacilityID;FacilityName;MainActivityIndicator;MainIAActivityCode;MainIAActivityName;MainIASectorName;MainIASubActivityName;NationalID;PostalCode;ReportingYear;StreetName;Lat;Long;Number of Records;url_1;address_full;url_1_full_csv;Unnamed: 22;addresseid;matrikelnr;ejerlavkode;komkode;ESREjdNr;registreretareal_plot
5;5;Glumsø;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16853;Gårdejer Bent Christensen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9095;4171;2007;Vestergårdsvej;55,40163413;11,71533792;1;https://dawa.aws.dk/adresser?q=;Vestergårdsvej 5, 4171 Glumsø;https://dawa.aws.dk/adresser?q=Vestergårdsvej 5, 4171 Glumsø;https://dawa.aws.dk/adresser?q=Vestergårdsvej 5, 4171 Glumsø;0a3f50b1-7b0e-32b8-e044-0003ba298018;1a;271452;0370;29431;316877
5;5;Hobro;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16838;Jørgen Nørgård;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2774;9500;2007;Redsøvej;56,69770426;9,862674045;1;https://dawa.aws.dk/adresser?q=;Redsøvej 5, 9500 Hobro;https://dawa.aws.dk/adresser?q=Redsøvej 5, 9500 Hobro;https://dawa.aws.dk/adresser?q=Redsøvej 5, 9500 Hobro;0a3f50c6-c39a-32b8-e044-0003ba298018;3e;641454;0846;1369;144935
5;5;Hobro;Miljøstyrelsen;Denmark;16838;Jørgen Nørgård;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2774;9500;2011;Redsøvej;56,69770426;9,862674045;1;https://dawa.aws.dk/adresser?q=;Redsøvej 5, 9500 Hobro;https://dawa.aws.dk/adresser?q=Redsøvej 5, 9500 Hobro;https://dawa.aws.dk/adresser?q=Redsøvej 5, 9500 Hobro;0a3f50c6-c39a-32b8-e044-0003ba298018;3e;641454;0846;1369;144935
5;5;Holsted;Miljøstyrelsen;Denmark;296147;Danish Crown A/S OD Holsted;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;9855;6670;2015;Energivej;55,52430505;8,907193986;1;https://dawa.aws.dk/adresser?q=;Energivej 5, 6670 Holsted;https://dawa.aws.dk/adresser?q=Energivej 5, 6670 Holsted;https://dawa.aws.dk/adresser?q=Energivej 5, 6670 Holsted;fef7ee2c-4f04-4001-832a-8e1d79e88c84;5o;1280454;0575;688;111376
5;5;Holsted;Miljøstyrelsen;Denmark;296147;Danish Crown A/S OD Holsted;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;9855;6670;2016;Energivej;55,52430505;8,907193986;1;https://dawa.aws.dk/adresser?q=;Energivej 5, 6670 Holsted;https://dawa.aws.dk/adresser?q=Energivej 5, 6670 Holsted;https://dawa.aws.dk/adresser?q=Energivej 5, 6670 Holsted;fef7ee2c-4f04-4001-832a-8e1d79e88c84;5o;1280454;0575;688;111376
5;5;Holsted;miljøstyrelsen;Denmark;296147;Danish Crown A/S OD Holsted;True;8.(a);Slaughterhouses;Animal and vegetable products from the food and beverage sector;;9855;6670;2017;Energivej;55,52430505;8,907193986;1;https://dawa.aws.dk/adresser?q=;Energivej 5, 6670 Holsted;https://dawa.aws.dk/adresser?q=Energivej 5, 6670 Holsted;https://dawa.aws.dk/adresser?q=Energivej 5, 6670 Holsted;fef7ee2c-4f04-4001-832a-8e1d79e88c84;5o;1280454;0575;688;111376
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2008;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2009;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2010;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2011;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2012;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2013;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2014;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2015;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;Miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2016;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Løgstør;miljøstyrelsen;Denmark;9092;Lindhart Bryder Nielsen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3678;9670;2017;Brunbakvej;56,9437362;9,237378865;1;https://dawa.aws.dk/adresser?q=;Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;https://dawa.aws.dk/adresser?q=Brunbakvej 5, 9670 Løgstør;0a3f50c8-81dd-32b8-e044-0003ba298018;7a;660651;0820;6135;380257
5;5;Nørre-Snede;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;10420;Binadan A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;634;8766;2007;Frisbækvej;55,97624022;9,370045081;1;https://dawa.aws.dk/adresser?q=;Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;0a3f50bc-6a65-32b8-e044-0003ba298018;7c;1090651;0756;130;8202
5;5;Nørre-Snede;Miljøstyrelsen;Denmark;10420;Binadan A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;634;8766;2008;Frisbækvej;55,97624022;9,370045081;1;https://dawa.aws.dk/adresser?q=;Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;0a3f50bc-6a65-32b8-e044-0003ba298018;7c;1090651;0756;130;8202
5;5;Nørre-Snede;Miljøstyrelsen;Denmark;10420;Binadan A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;634;8766;2009;Frisbækvej;55,97624022;9,370045081;1;https://dawa.aws.dk/adresser?q=;Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;0a3f50bc-6a65-32b8-e044-0003ba298018;7c;1090651;0756;130;8202
5;5;Nørre-Snede;Miljøstyrelsen;Denmark;10420;Binadan A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;634;8766;2010;Frisbækvej;55,97624022;9,370045081;1;https://dawa.aws.dk/adresser?q=;Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;0a3f50bc-6a65-32b8-e044-0003ba298018;7c;1090651;0756;130;8202
5;5;Nørre-Snede;Miljøstyrelsen;Denmark;10420;Binadan A/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;634;8766;2011;Frisbækvej;55,97624022;9,370045081;1;https://dawa.aws.dk/adresser?q=;Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;https://dawa.aws.dk/adresser?q=Frisbækvej 5, 8766 Nørre-Snede;0a3f50bc-6a65-32b8-e044-0003ba298018;7c;1090651;0756;130;8202
5;5;Nykøbing M;Miljøstyrelsen;Denmark;175128;Jesper Clausen;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;8785;7900;2011;Nr. Dråbyvej;56,9266728;8,839453952;1;https://dawa.aws.dk/adresser?q=;Nr. Dråbyvej 5, 7900 Nykøbing M;https://dawa.aws.dk/adresser?q=Nr. Dråbyvej 5, 7900 Nykøbing M;https://dawa.aws.dk/adresser?q=Nr. Dråbyvej 5, 7900 Nykøbing M;0a3f50c5-5512-32b8-e044-0003ba298018;4c;731154;0773;69301;375735
5;5;Ribe;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2007;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;Miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2009;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;Miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2010;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;Miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2011;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;Miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2012;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;Miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2013;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;Miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2014;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;Miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2015;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Ribe;miljøstyrelsen;Denmark;237663;H N K Opdræt Aps;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9103;6760;2017;Østermarksvej;55,23863999;8,913191578;1;https://dawa.aws.dk/adresser?q=;Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;https://dawa.aws.dk/adresser?q=Østermarksvej 5, 6760 Ribe;0a3f50b9-dd34-32b8-e044-0003ba298018;252;1460851;0561;316255;626424
5;5;Sønderborg;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16885;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9183;6400;2007;Osmark;54,98046636;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;189656;Snogbækgård I/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;962;6400;2007;Vester Snogbæk;54,96306567;9,689633599;1;https://dawa.aws.dk/adresser?q=;Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;0a3f50b7-81d9-32b8-e044-0003ba298018;18;1540453;0540;15318;233479
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2008;Osmark;54,98046636;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;189656;Snogbækgård I/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;962;6400;2008;Vester Snogbæk;54,96306567;9,689633599;1;https://dawa.aws.dk/adresser?q=;Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;0a3f50b7-81d9-32b8-e044-0003ba298018;18;1540453;0540;15318;233479
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2009;Osmark;54,98046636;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;66917;Snogbækgård I/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9384;6400;2009;Vester Snogbæk;54,96306567;9,689633599;1;https://dawa.aws.dk/adresser?q=;Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;0a3f50b7-81d9-32b8-e044-0003ba298018;18;1540453;0540;15318;233479
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2010;Osmark;54,98046636;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;66917;Snogbækgård I/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9384;6400;2010;Vester Snogbæk;54,96306567;9,689633599;1;https://dawa.aws.dk/adresser?q=;Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;0a3f50b7-81d9-32b8-e044-0003ba298018;18;1540453;0540;15318;233479
5;5;Sønderborg;Miljøstyrelsen;Denmark;175147;Snogbækgård I/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6620;6400;2010;Vester Snogbæk;54,98265877;9,571319133;1;https://dawa.aws.dk/adresser?q=;Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;0a3f50b7-81d9-32b8-e044-0003ba298018;18;1540453;0540;15318;233479
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2011;Osmark;54,98046635;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;175147;Snogbækgård I/S;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6620;6400;2011;Vester Snogbæk;54,98265877;9,571319133;1;https://dawa.aws.dk/adresser?q=;Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;0a3f50b7-81d9-32b8-e044-0003ba298018;18;1540453;0540;15318;233479
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2012;Osmark;54,98046635;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;189656;CHRESTEN LORENZEN;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;962;6400;2012;Vester Snogbæk;54,96306567;9,689633598;1;https://dawa.aws.dk/adresser?q=;Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Vester Snogbæk 5, 6400 Sønderborg;0a3f50b7-81d9-32b8-e044-0003ba298018;18;1540453;0540;15318;233479
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2013;Osmark;54,98046635;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2014;Osmark;54,98046635;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2015;Osmark;54,98046635;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;Miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2016;Osmark;54,98046635;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Sønderborg;miljøstyrelsen;Denmark;8223;Henrik J Enderlein;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;2572;6400;2017;Osmark;54,98046635;9,698650837;1;https://dawa.aws.dk/adresser?q=;Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Osmark 5, 6400 Sønderborg;0a3f50b7-7f90-32b8-e044-0003ba298018;10;1540453;0540;15012;181928
5;5;Tårs;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16850;Landbrug & VindmølledriftV/Niels Jørgen Lunden;True;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9091;9830;2007;Bøjholmvej;57,36631683;10,1901986;1;https://dawa.aws.dk/adresser?q=;Bøjholmvej 5, 9830 Tårs;https://dawa.aws.dk/adresser?q=Bøjholmvej 5, 9830 Tårs;https://dawa.aws.dk/adresser?q=Bøjholmvej 5, 9830 Tårs;0a3f50c8-0a91-32b8-e044-0003ba298018;5b;561181;0860;9551;15331
