BuildingNumber_original;BuildingNumber;City;CompetentAuthorityName;CountryName;FacilityID;FacilityName;MainActivityIndicator;MainIAActivityCode;MainIAActivityName;MainIASectorName;MainIASubActivityName;NationalID;PostalCode;ReportingYear;StreetName;Lat;Long;Number of Records;url_1;address_full;url_1_full_csv;
4;4;Gørlev;Miljøstyrelsen;Denmark;296141;Tornehøjgård;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6706;4281;2016;Fægangsvejen;55,51683543;11,15989366;1;https://dawa.aws.dk/adresser?q=;Fægangsvejen 4, 4281 Gørlev;https://dawa.aws.dk/adresser?q=Fægangsvejen 4, 4281 Gørlev;https://dawa.aws.dk/adresser?q=Fægangsvejen 4, 4281 Gørlev
4;4;Hasselager;Miljøstyrelsen;Denmark;237683;HILTON FOODS DANMARK A/S;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;9676;8361;2014;Brunagervej;56,10078686;10,07118442;1;https://dawa.aws.dk/adresser?q=;Brunagervej 4, 8361 Hasselager;https://dawa.aws.dk/adresser?q=Brunagervej 4, 8361 Hasselager;https://dawa.aws.dk/adresser?q=Brunagervej 4, 8361 Hasselager
4;4;Hurup Thy;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16890;Per Dieckmann;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9188;7760;2007;Storhøjvej;56,77274096;8,416253305;1;https://dawa.aws.dk/adresser?q=;Storhøjvej 4, 7760 Hurup Thy;https://dawa.aws.dk/adresser?q=Storhøjvej 4, 7760 Hurup Thy;https://dawa.aws.dk/adresser?q=Storhøjvej 4, 7760 Hurup Thy
4;4;Jelling;Miljøstyrelsen;Denmark;11181;CARSTEN LOMHOLT JENSEN;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;932;7300;2009;Hopballevej;55,74853678;9,465255864;1;https://dawa.aws.dk/adresser?q=;Hopballevej 4, 7300 Jelling;https://dawa.aws.dk/adresser?q=Hopballevej 4, 7300 Jelling;https://dawa.aws.dk/adresser?q=Hopballevej 4, 7300 Jelling
4;4;Løgumkloster;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16846;Jonni Nørgaard Petersen;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9086;6240;2007;Toftegårdsvej;55,07660112;8,969348409;1;https://dawa.aws.dk/adresser?q=;Toftegårdsvej 4, 6240 Løgumkloster;https://dawa.aws.dk/adresser?q=Toftegårdsvej 4, 6240 Løgumkloster;https://dawa.aws.dk/adresser?q=Toftegårdsvej 4, 6240 Løgumkloster
4;4;Østermarie;Miljøstyrelsen;Denmark;237722;Karsten Kofod Westh;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9845;3751;2014;Grammegårdsvej;55,1275387;15,00843752;1;https://dawa.aws.dk/adresser?q=;Grammegårdsvej 4, 3751 Østermarie;https://dawa.aws.dk/adresser?q=Grammegårdsvej 4, 3751 Østermarie;https://dawa.aws.dk/adresser?q=Grammegårdsvej 4, 3751 Østermarie
4;4;Præstø;Miljøstyrelsen;Denmark;158362;LYNGGÅRD SVINEPRODUKTION APS;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3789;4720;2009;Over Lyngen;55,09761852;12,14575986;1;https://dawa.aws.dk/adresser?q=;Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø
4;4;Præstø;Miljøstyrelsen;Denmark;158362;LYNGGÅRD SVINEPRODUKTION APS;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3789;4720;2010;Over Lyngen;55,09761852;12,14575986;1;https://dawa.aws.dk/adresser?q=;Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø
4;4;Præstø;Miljøstyrelsen;Denmark;209590;LYNGGÅRD SVINEPRODUKTION ApS;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9727;4720;2011;Over Lyngen;55,09672463;12,14625403;1;https://dawa.aws.dk/adresser?q=;Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø
4;4;Præstø;Miljøstyrelsen;Denmark;209590;LYNGGÅRD SVINEPRODUKTION ApS;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9727;4720;2012;Over Lyngen;55,09672463;12,14625403;1;https://dawa.aws.dk/adresser?q=;Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø
4;4;Præstø;Miljøstyrelsen;Denmark;209590;LYNGGÅRD SVINEPRODUKTION ApS;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9727;4720;2013;Over Lyngen;55,09672463;12,14625403;1;https://dawa.aws.dk/adresser?q=;Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø
4;4;Præstø;Miljøstyrelsen;Denmark;209590;LYNGGÅRD SVINEPRODUKTION ApS;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9727;4720;2015;Over Lyngen;55,09672463;12,14625403;1;https://dawa.aws.dk/adresser?q=;Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø;https://dawa.aws.dk/adresser?q=Over Lyngen 4, 4720 Præstø
4;4;Ribe;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;16895;Bruun Jessen;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9194;6760;2007;Fjersted Byvej;55,26348275;8,868809158;1;https://dawa.aws.dk/adresser?q=;Fjersted Byvej 4, 6760 Ribe;https://dawa.aws.dk/adresser?q=Fjersted Byvej 4, 6760 Ribe;https://dawa.aws.dk/adresser?q=Fjersted Byvej 4, 6760 Ribe
4;4;Roslev;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;189679;Østergård Hovedgårdv/Tommy Hensberg;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9160;7870;2007;Østergårdsvej;56,7622026;8,987535743;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;237640;Østergård Hovedgård v/Tommy Hensberg;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2009;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;237640;Østergård Hovedgård v/Tommy Hensberg;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2010;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;237640;Østergård Hovedgård v/Tommy Hensberg;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2011;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;189679;Østergård Hovedgårdv/Tommy Hensberg;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9160;7870;2012;Østergårdsvej;56,76220259;8,987535743;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;237640;Østergård Hovedgård v/Tommy Hensberg;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2013;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;237640;Østergård Hovedgård v/Tommy Hensberg;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2014;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;237640;Østergård Hovedgård;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2015;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;Miljøstyrelsen;Denmark;237640;Østergård Hovedgård;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2016;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Roslev;miljøstyrelsen;Denmark;237640;Østergård Hovedgård;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6089;7870;2017;Østergårdsvej;56,7112747;8,697422754;1;https://dawa.aws.dk/adresser?q=;Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev;https://dawa.aws.dk/adresser?q=Østergårdsvej 4, 7870 Roslev
4;4;Sæby;Miljøstyrelsen;Denmark;66883;A/S Sæby Fiske-industri;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;5169;9300;2008;Gyldendalsvej;57,3165851;10,49167496;1;https://dawa.aws.dk/adresser?q=;Gyldendalsvej 4, 9300 Sæby;https://dawa.aws.dk/adresser?q=Gyldendalsvej 4, 9300 Sæby;https://dawa.aws.dk/adresser?q=Gyldendalsvej 4, 9300 Sæby
4;4;Samsø;Miljøstyrelsen;Denmark;66908;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9375;8305;2008;Hjalmarsgaard;55,77972023;10,60743777;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Samsø;Miljøstyrelsen;Denmark;237603;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;803;8305;2008;Hjalmarsgaard;55,7801511;10,60610011;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Samsø;Miljøstyrelsen;Denmark;237603;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;803;8305;2009;Hjalmarsgaard;55,7801511;10,60610011;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Samsø;Miljøstyrelsen;Denmark;237603;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;803;8305;2010;Hjalmarsgaard;55,7801511;10,60610011;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Samsø;Miljøstyrelsen;Denmark;237603;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;803;8305;2011;Hjalmarsgaard;55,78015109;10,60610011;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Samsø;Miljøstyrelsen;Denmark;237603;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;803;8305;2012;Hjalmarsgaard;55,78015109;10,60610011;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Samsø;Miljøstyrelsen;Denmark;237603;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;803;8305;2014;Hjalmarsgaard;55,78015109;10,60610011;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Samsø;Miljøstyrelsen;Denmark;237603;Brattingsborg Gods;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;803;8305;2016;Hjalmarsgaard;55,78015109;10,60610011;1;https://dawa.aws.dk/adresser?q=;Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø;https://dawa.aws.dk/adresser?q=Hjalmarsgaard 4, 8305 Samsø
4;4;Skørping;Miljøstyrelsen;Denmark;296142;Esben Wulff Andersen;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7238;9520;2016;Langsiggårdsvej;56,8168549;9,98049329;1;https://dawa.aws.dk/adresser?q=;Langsiggårdsvej 4, 9520 Skørping;https://dawa.aws.dk/adresser?q=Langsiggårdsvej 4, 9520 Skørping;https://dawa.aws.dk/adresser?q=Langsiggårdsvej 4, 9520 Skørping
4;4;Skørping;miljøstyrelsen;Denmark;296142;Esben Wulff Andersen;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7238;9520;2017;Langsiggårdsvej;56,8168549;9,98049329;1;https://dawa.aws.dk/adresser?q=;Langsiggårdsvej 4, 9520 Skørping;https://dawa.aws.dk/adresser?q=Langsiggårdsvej 4, 9520 Skørping;https://dawa.aws.dk/adresser?q=Langsiggårdsvej 4, 9520 Skørping
4;4;Sønderborg;Miljøstyrelsen;Denmark;175173;DANHATCH A/S;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9732;6400;2011;Møllevej;54,93138771;9,671940044;1;https://dawa.aws.dk/adresser?q=;Møllevej 4, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Møllevej 4, 6400 Sønderborg;https://dawa.aws.dk/adresser?q=Møllevej 4, 6400 Sønderborg
4;4;Struer;Miljøstyrelsen;Denmark;175182;GÅRDEJER                          NIELS FREDERIK ALBERT S N GADE;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6615;7600;2011;Langagervej;56,43723382;8,485400436;1;https://dawa.aws.dk/adresser?q=;Langagervej 4, 7600 Struer;https://dawa.aws.dk/adresser?q=Langagervej 4, 7600 Struer;https://dawa.aws.dk/adresser?q=Langagervej 4, 7600 Struer
4;4;Svebølle;Miljøstyrelsen;Denmark;123871;Viskinge Gården;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6524;4470;2008;Forsingevej;55,66329841;11,24763209;1;https://dawa.aws.dk/adresser?q=;Forsingevej 4, 4470 Svebølle;https://dawa.aws.dk/adresser?q=Forsingevej 4, 4470 Svebølle;https://dawa.aws.dk/adresser?q=Forsingevej 4, 4470 Svebølle
4;4;Svebølle;Miljøstyrelsen;Denmark;123871;VISKINGEGÅRD  V/NIELS MEJNERTSEN;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;6524;4470;2009;Forsingevej;55,66329841;11,24763209;1;https://dawa.aws.dk/adresser?q=;Forsingevej 4, 4470 Svebølle;https://dawa.aws.dk/adresser?q=Forsingevej 4, 4470 Svebølle;https://dawa.aws.dk/adresser?q=Forsingevej 4, 4470 Svebølle
4;4;Videbæk;Miljøstyrelsen / Danish Environmental Protection Agency;Denmark;189601;Arla Foods amba Arinco;TRUE;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;402;6920;2007;Mælkevejen;56,08453921;8,631006455;1;https://dawa.aws.dk/adresser?q=;Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk
4;4;Videbæk;Miljøstyrelsen;Denmark;189601;Arla Foods amba ARINCO;TRUE;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;402;6920;2009;Mælkevejen;56,08453921;8,631006455;1;https://dawa.aws.dk/adresser?q=;Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk
4;4;Videbæk;Miljøstyrelsen;Denmark;189601;Arla Foods amba ARINCO;TRUE;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;402;6920;2010;Mælkevejen;56,08453921;8,631006455;1;https://dawa.aws.dk/adresser?q=;Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk
4;4;Videbæk;Miljøstyrelsen;Denmark;189601;Arla Foods amba ARINCO;TRUE;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;402;6920;2011;Mælkevejen;56,0842875;8,630960654;1;https://dawa.aws.dk/adresser?q=;Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk
4;4;Videbæk;Miljøstyrelsen;Denmark;189601;Arla Foods amba ARINCO;TRUE;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;402;6920;2012;Mælkevejen;56,0842875;8,630960654;1;https://dawa.aws.dk/adresser?q=;Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk
4;4;Videbæk;Miljøstyrelsen;Denmark;189601;Arla Foods Amba                   Arinco;TRUE;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;402;6920;2016;Mælkevejen;56,0842875;8,630960654;1;https://dawa.aws.dk/adresser?q=;Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk
4;4;Videbæk;miljøstyrelsen;Denmark;189601;Arla Foods Amba                   Arinco;TRUE;8.(c);Treatment and processing of milk;Animal and vegetable products from the food and beverage sector;;402;6920;2017;Mælkevejen;56,0842875;8,630960654;1;https://dawa.aws.dk/adresser?q=;Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk;https://dawa.aws.dk/adresser?q=Mælkevejen 4, 6920 Videbæk
4;4;Vojens;Miljøstyrelsen;Denmark;175089;Bent Jørn Callesen;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;9003;6500;2011;Gildbjergvej;55,29261439;9,321044804;1;https://dawa.aws.dk/adresser?q=;Gildbjergvej 4, 6500 Vojens;https://dawa.aws.dk/adresser?q=Gildbjergvej 4, 6500 Vojens;https://dawa.aws.dk/adresser?q=Gildbjergvej 4, 6500 Vojens
5;5;Aabenraa;Miljøstyrelsen;Denmark;209693;Tornager/Hans Andresen;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3095;6200;2011;Perbølvej;54,9199617;9,340600193;1;https://dawa.aws.dk/adresser?q=;Perbølvej 5, 6200 Aabenraa;https://dawa.aws.dk/adresser?q=Perbølvej 5, 6200 Aabenraa;https://dawa.aws.dk/adresser?q=Perbølvej 5, 6200 Aabenraa
5;5;Aabenraa;Miljøstyrelsen;Denmark;209693;Tornager/Hans Andresen;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;3095;6200;2013;Perbølvej;54,9199617;9,340600193;1;https://dawa.aws.dk/adresser?q=;Perbølvej 5, 6200 Aabenraa;https://dawa.aws.dk/adresser?q=Perbølvej 5, 6200 Aabenraa;https://dawa.aws.dk/adresser?q=Perbølvej 5, 6200 Aabenraa
5;5;Faaborg;Miljøstyrelsen;Denmark;66891;DANISH CROWN AMBA;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;7931;5600;2008;Havnegade;55,09603366;10,23795824;1;https://dawa.aws.dk/adresser?q=;Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg
5;5;Faaborg;Miljøstyrelsen;Denmark;66891;DANISH CROWN AMBA;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;7931;5600;2009;Havnegade;55,09603366;10,23795824;1;https://dawa.aws.dk/adresser?q=;Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg
5;5;Faaborg;Miljøstyrelsen;Denmark;66891;DANISH CROWN AMBA;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;7931;5600;2010;Havnegade;55,09603366;10,23795824;1;https://dawa.aws.dk/adresser?q=;Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg
5;5;Faaborg;Miljøstyrelsen;Denmark;66891;Danish Crown A/S;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;7931;5600;2012;Havnegade;55,09603365;10,23795824;1;https://dawa.aws.dk/adresser?q=;Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg
5;5;Faaborg;Miljøstyrelsen;Denmark;66891;Danish Crown A/S;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;7931;5600;2013;Havnegade;55,09603365;10,23795824;1;https://dawa.aws.dk/adresser?q=;Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg
5;5;Faaborg;Miljøstyrelsen;Denmark;66891;Danish Crown A/S;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;7931;5600;2014;Havnegade;55,09603365;10,23795824;1;https://dawa.aws.dk/adresser?q=;Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg
5;5;Faaborg;Miljøstyrelsen;Denmark;66891;Danish Crown A/S;TRUE;8.(b);Treatment and processing intended for the production of food and beverage products from:;Animal and vegetable products from the food and beverage sector;;7931;5600;2015;Havnegade;55,09603365;10,23795824;1;https://dawa.aws.dk/adresser?q=;Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg;https://dawa.aws.dk/adresser?q=Havnegade 5, 5600 Faaborg
5;5;Fredericia;Miljøstyrelsen;Denmark;237648;NIELS LADEGAARD JENSEN;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7037;7000;2009;Fiskebækvej;55,61354861;9,647263731;1;https://dawa.aws.dk/adresser?q=;Fiskebækvej 5, 7000 Fredericia;https://dawa.aws.dk/adresser?q=Fiskebækvej 5, 7000 Fredericia;https://dawa.aws.dk/adresser?q=Fiskebækvej 5, 7000 Fredericia
5;5;Fredericia;Miljøstyrelsen;Denmark;237648;NIELS LADEGAARD JENSEN;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7037;7000;2011;Fiskebækvej;55,61354861;9,647263731;1;https://dawa.aws.dk/adresser?q=;Fiskebækvej 5, 7000 Fredericia;https://dawa.aws.dk/adresser?q=Fiskebækvej 5, 7000 Fredericia;https://dawa.aws.dk/adresser?q=Fiskebækvej 5, 7000 Fredericia
5;5;Fredericia;Miljøstyrelsen;Denmark;237648;NIELS LADEGAARD JENSEN;TRUE;7.(a);Installations for the intensive rearing of poultry or pigs;Intensive livestock production and aquaculture;;7037;7000;2014;Fiskebækvej;55,61354861;9,647263731;1;https://dawa.aws.dk/adresser?q=;Fiskebækvej 5, 7000 Fredericia;https://dawa.aws.dk/adresser?q=Fiskebækvej 5, 7000 Fredericia;https://dawa.aws.dk/adresser?q=Fiskebækvej 5, 7000 Fredericia
