CVR;P-nummer;mainPno;namePno;addressPno;zipcodePno;cityPno;protectedP;phonePno;emailPno;startdateP;enddatePno;employeesP;addresscoP;industryco;industryde;Lat;Lon;field_19;INT_Lat;INT_Lon
"86555816";"1006910360";False;SKARRESØ PRIVATSLAGTERI A/S;"328";"9999.0";Ukendt;False;;;22/06 - 1979;30/09 - 1992;;;"980000";Uoplyst;"56,03481674194336";"9,319071769714355";;56.034816741943359;9.319071769714355
"29148287";"1011779049";False;JUTLAND MEAT A/S;Havnevej 8;"7600.0";Struer;False;;;25/10 - 2005;26/10 - 2005;;;"151110";Svineslagterier;"56,492928";"8,603027";;56.492927999999999;8.603027000000001
"29148287";"1003030417";True;JUTLAND MEAT A/S;Havnevej 8;"7600.0";Struer;False;"96843500.0";;10/02 - 2000;18/10 - 2019;"0";;"101110";Forarbejdning af svinekød;"56,492928";"8,603027";;56.492927999999999;8.603027000000001
"31279585";"1014251061";True;HÅRBY SLAGTEHUS ApS;Den Grønne Vej 1;"8660.0";Skanderborg;False;;;29/02 - 2008;16/04 - 2019;"0";;"101110";Forarbejdning af svinekød;"56,081277";"9,894588";;56.081277000000000;9.894588000000001
"34734496";"1018059041";True;"DANISH MEAT COMPANY, VRAA A/S";Nygade 5-7;"9760.0";Vrå;False;;;13/11 - 2012;14/08 - 2018;2-4;;"101110";Forarbejdning af svinekød;"57,3541415";"9,9482124";;57.354141499999997;9.948212399999999
"31279844";"1014251398";True;"H. S. SLAGTERI, SKANDERBORG ApS";Den Grønne Vej 1;"8660.0";Skanderborg;False;;;29/02 - 2008;21/12 - 2015;20-49;;"101110";Forarbejdning af svinekød;"56,081277";"9,894588";;56.081277000000000;9.894588000000001
"25322894";"1007560059";True;NORDKØD ApS;Harløsevej 224;"3400.0";Hillerød;False;"48210417.0";;01/04 - 2000;14/06 - 2016;"0";;"101110";Forarbejdning af svinekød;"55,925241";"12,218738";;55.925241000000000;12.218738000000000
"21239372";"1004790754";True;VOERLADEGAARD SLAGER A/S;Holmedal 28;"8660.0";Skanderborg;False;"75782040.0";;01/10 - 1998;26/08 - 2010;"0";;"101110";Forarbejdning af svinekød;"56,024133";"9,73074";;56.024132999999999;9.730740000000001
"25022173";"1007225314";True;EJENDOMSSELSKABET LASK ApS;Munkhulevej 5;"6990.0";Ulfborg;False;;;11/11 - 1999;28/10 - 2009;"1";Lars Andersen;"101110";Forarbejdning af svinekød;"56,25198";"8,23172";;56.251980000000003;8.231719999999999
"45613410";"1009575495";False;DAKA A.M.B.A.;Viumvej 20;"7870.0";Roslev;False;;;01/01 - 2002;31/01 - 2007;"1";;"151140";Destruktionsanstalter og benmelsfabrikker;"56,7001871";"8,9802333";;56.700187100000001;8.980233300000000
"45613410";"1008483341";False;Kødfoderfabrikken Østjyden;Vesterhede 1;"6950.0";Ringkøbing;False;;;01/01 - 2000;31/12 - 2001;"1";;"151390";Kødforarbejdning i øvrigt;"56,112098";"8,261";;56.112098000000003;8.260999999999999
"45613410";"1008483384";False;Daka A.M.B.A.;Rørsangervænget 25;"5610.0";Assens;False;;;01/01 - 2000;31/12 - 2001;"0";;"151390";Kødforarbejdning i øvrigt;"55,274334";"9,914908";;55.274334000000003;9.914908000000000
"45613410";"1010109481";False;DAKA A.M.B.A.;Vesterhede 4;"6950.0";Ringkøbing;False;;;01/01 - 2002;31/01 - 2007;"1";;"151140";Destruktionsanstalter og benmelsfabrikker;"56,1167983";"8,257862";;56.116798299999999;8.257861999999999
"45613410";"1018202847";False;Daka Proteins Lunderskov;Dakavej 12;"6640.0";Lunderskov;False;"76745111.0";jhb@kromannreumert.com;17/01 - 2013;17/01 - 2013;;;"101110";Forarbejdning af svinekød;"55,47705";"9,313231";;55.477049999999998;9.313231000000000
"45613410";"1018202898";False;Daka Proteins Nyker;Buldregårdsvej 2;"3700.0";Rønne;False;"76745111.0";jhb@kromannreumert.com;17/01 - 2013;17/01 - 2013;;;"101110";Forarbejdning af svinekød;"55,13122";"14,75796";;55.131219999999999;14.757960000000001
"45613410";"1018202863";False;Daka Bio-Industries Ortved;Hejdesvej 23;"4100.0";Ringsted;False;"76745111.0";jhb@kromannreumert.com;17/01 - 2013;17/01 - 2013;;;"101110";Forarbejdning af svinekød;"55,488785";"11,846044";;55.488785000000000;11.846043999999999
"45613410";"1018205277";False;Daka Bio-Industries Randers;Kronjydevej 8;"8960.0";Randers SØ;False;"87959222.0";;17/01 - 2013;17/01 - 2013;;;"101110";Forarbejdning af svinekød;"56,45159";"10,12794";;56.451590000000003;10.127940000000001
"45613410";"1003084737";False;DAKA A.M.B.A.;Laurits Hauges Vej 3;"9400.0";Nørresundby;False;;;01/01 - 1988;31/12 - 1999;;;"151390";Kødforarbejdning i øvrigt;"57,060743";"9,915696";;57.060743000000002;9.915696000000001
"45613410";"1003084695";False;DAKA A.M.B.A.;Viumvej 22;"7870.0";Roslev;False;;;01/01 - 1988;30/09 - 2002;"1";;"151390";Kødforarbejdning i øvrigt;"56,681548";"8,969024";;56.681547999999999;8.969023999999999
"45613410";"1003174303";False;DAKA A.M.B.A.;Hejdesvej 23;"4100.0";Ringsted;False;"57528132.0";;01/01 - 1987;30/06 - 2012;"0";;"101110";Forarbejdning af svinekød;"55,488785";"11,846044";;55.488785000000000;11.846043999999999
"45613410";"1003084683";True;ANDELSSELSKABET AF 2. JULI 2012;Dakavej 10;"8723.0";Løsning;False;"76745111.0";;02/10 - 1972;31/01 - 2014;"0";;"101110";Forarbejdning af svinekød;"55,799625";"9,671237";;55.799624999999999;9.671237000000000
"45613410";"1009096465";False;DAKA A.M.B.A;Buldregårdsvej 2;"3700.0";Rønne;False;"56963266.0";;13/05 - 2002;13/05 - 2002;;Nyker;"151390";Kødforarbejdning i øvrigt;"55,13122";"14,75796";;55.131219999999999;14.757960000000001
"45613410";"1003084713";False;DAKA A.M.B.A.;Kronjydevej 8;"8960.0";Randers SØ;False;"87959222.0";;01/01 - 1988;30/06 - 2012;"0";;"101110";Forarbejdning af svinekød;"56,45159";"10,12794";;56.451590000000003;10.127940000000001
"37172855";"1020831398";True;XYÅ af 30.12.2018 A/S;Brunagervej 1;"8361.0";Hasselager;False;;;09/10 - 2015;26/03 - 2020;;;"101110";Forarbejdning af svinekød;"56,1008";"10,07121";;56.100800000000000;10.071210000000001
"70243016";"1004836247";False;STEFF-HOULBERG SLAGTERIERNE AMBA BRØNDBY AFD. P.O. BOKS 272;Kirkebjerg Parkvej 9;"2605.0";Brøndby;False;"43428993.0";;01/01 - 1999;31/03 - 2000;"0";;"151390";Kødforarbejdning i øvrigt;"55,659378";"12,395431";;55.659377999999997;12.395431000000000
"70243016";"1008239130";False;Steff-Houlberg Slagterierne Landsby-Slagteren;Erhvervsparken 2;"7280.0";Sønder Felding;False;;;01/01 - 2000;01/01 - 2000;;;"151390";Kødforarbejdning i øvrigt;"55,94697";"8,78098";;55.946970000000000;8.780980000000000
"70243016";"1008757549";False;STEFF-HOULBERG A.M.B.A. POSTBOKS 120;Bragesvej 18;"4100.0";Ringsted;False;"57616263.0";;01/01 - 2002;01/01 - 2002;;;"151390";Kødforarbejdning i øvrigt;"55,429278";"11,798537";;55.429277999999996;11.798537000000000
"70243016";"1007953549";False;STEFF-FOOD A/S;Hørskætten 3;"2630.0";Taastrup;False;;;01/10 - 1999;31/12 - 1999;5-9;;"151110";Svineslagterier;"55,662264";"12,301663";;55.662264000000000;12.301663000000000
"70243016";"1003174340";False;STEFF-HOULBERG SLAGTERIERNE FORÆDLINGSAFD.;Roskildevej 12;"3600.0";Frederikssund;False;"47316165.0";;22/11 - 1976;31/03 - 2000;2-4;;"151390";Kødforarbejdning i øvrigt;"55,8327543";"12,0718577";;55.832754299999998;12.071857700000001
"70243016";"1003174431";False;STEFF-HOULBERG SLAGTERIERNE DEMONSTRATRICER;UKENDT;;;False;;;01/01 - 1993;01/01 - 1993;5-9;;"151110";Svineslagterier;"55,8620217";"12,3369135";;55.862021700000000;12.336913500000000
"70243016";"1009221650";True;STEFF-HOULBERG A.M.B.A.;Marsvej 43;"8960.0";Randers SØ;False;;;19/07 - 2002;08/09 - 2009;;DANISH CROWN AmbA;"101110";Forarbejdning af svinekød;"56,43";"10,0598";;56.430000000000000;10.059799999999999
"62011513";"1003147838";True;SB PORK A/S;Markedsvej 9;"6650.0";Brørup;False;"75381433.0";;01/01 - 1991;08/01 - 2019;200-499;;"101110";Forarbejdning af svinekød;"55,482877";"9,011014";;55.482877000000002;9.011013999999999
