CVR;P-nummer;mainPno;namePno;addressPno;zipcodePno;cityPno;protectedPno;phonePno;emailPno;startdatePno;enddatePno;employeesPno;addresscoPno;industrycodePno;industrydescPno;Lat;Lon
36626038;1020286594;True;Visø I/S;Visøvej 50;6200.0;Aabenraa;True;21256002.0;keld@visoe.dk;01/01 - 2015;;10-19;;14610;Avl af smågrise;55,09046;9,44714
31731771;1014871191;True;Niels Clausen;Bjørnsagervej 5;7980.0;Vils;False;24440226.0;dissing83@gmail.com;01/10 - 2008;;2-4;;14610;Avl af smågrise;56,72997;8,72551
35936963;1019540371;True;Christina Sejersen;Bollervej 13;8800.0;Viborg;False;86647767.0;filli@post.tele.dk;01/07 - 2014;;10-19;;14610;Avl af smågrise;56,4845;9,27661
17896342;1001384147;True;OVE HEDEGÅRD STOKKENDAHL;Lemvigvej 6;7600.0;Struer;False;97861085.0;;01/08 - 1994;;0;;14610;Avl af smågrise;56,51779;8,55043
16919608;1001184531;True;FINN MARTIN THOMASSEN;Grauballe Gudenåvej 54;8600.0;Silkeborg;False;86877083.0;;22/04 - 1993;;0;;14610;Avl af smågrise;56,22574;9,65081
38336584;1022105201;True;Christian Nygaard;Abildgårdsvej 154;9870.0;Sindal;True;;christiannygaard@outlook.com;01/12 - 2016;;0;;14610;Avl af smågrise;57,49238;10,35479
38893491;1022790796;True;JN Multiservice v/Jannik Nielsen;Nørrebrogade 31, st. tv.;8900.0;Randers C;True;22863033.0;janniknielsen123@gmail.com;30/08 - 2017;;0;;14610;Avl af smågrise;56,4688;10,03771
69683711;1006748086;False;EJVIND SIMONSEN; 95;9999.0;Ukendt;False;;;08/02 - 1962;02/07 - 1967;;;980000;Uoplyst;56,03481674194336;9,319071769714355
69683711;1002303288;True;EJVIND SIMONSEN;Jegstrupvej Vest 95;8800.0;Viborg;False;86626194.0;;03/07 - 1967;;0;;14610;Avl af smågrise;56,46165;9,33458
68367719;1002271345;True;TORBEN OLESEN;Løveroddevej 5;6092.0;Sønder Stenderup;False;75571323.0;;01/01 - 1981;;0;;14610;Avl af smågrise;55,47166;9,61971
16290971;1001073521;True;STEEN ANDERSEN;Nymarksgyden 10;5792.0;Årslev;False;65901054.0;;01/07 - 1992;;0;;14610;Avl af smågrise;55,309;10,40496
38396412;1022170534;True;Landbrug Christian Simmelsgaard;Sdr. Feldingvej 28;7280.0;Sønder Felding;True;53358426.0;chr81@live.dk;01/01 - 2017;;0;;14610;Avl af smågrise;55,96003;8,7829
11144888;1000188764;True;JOHANNES BITSCH;Dejehøjvej 3;8860.0;Ulstrup;False;;;01/11 - 1982;;0;;14610;Avl af smågrise;56,34563;9,80744
13271801;1000533204;True;JØRGEN HØJGAARD;Avnedevej 8;4900.0;Nakskov;False;54941939.0;hoejbakke@teledlg.dk;01/04 - 1980;;0;;14610;Avl af smågrise;54,82816;11,20377
89099153;1002810667;True;GÅRDEJER BENT BRAAD NIELSEN;Postvej 84;8382.0;Hinnerup;False;86986066.0;;01/07 - 1973;;0;;14610;Avl af smågrise;56,25051;9,99228
41455640;1025956954;False;Vestergård v/ Jonas Ellitsgaard Jensen;Gammeljordvej 15;9800.0;Hjørring;True;;jonas.980@hotmail.com;23/06 - 2020;;-;;14610;Avl af smågrise;57,5297;10,00132
17164740;1001235246;True;LANDMAND KRISTIAN S JENSEN;Østermarksvej 49;9320.0;Hjallerup;False;98869036.0;;15/08 - 1993;;0;;14610;Avl af smågrise;57,20454;10,12887
17123181;1001227281;True;NILS BENDIXEN;Ruevej 20;5462.0;Morud;False;65964171.0;;03/08 - 1993;;0;;14610;Avl af smågrise;55,45861;10,20906
21463876;1008612133;False;Midtjysk Entreprenør og Anlæg;Søndermarken 15;8740.0;Brædstrup;False;87540702.0;;20/08 - 2001;31/12 - 2011;2-4;;439990;Anden bygge- og anlægsvirksomhed, som kræver specialisering;56,00353;9,66959
21463876;1004952194;False;STEFFEN LINDEGAARD BØRGESEN;Ryvej 3;8464.0;Galten;False;;;09/02 - 1999;01/01 - 2001;0;;452510;Murerforretninger;56,13524;9,87729
21463876;1014598681;False;Midtjysk Entreprenør og Anlæg;Ryvej 5;8464.0;Galten;False;;;17/07 - 2008;31/12 - 2011;0;;439990;Anden bygge- og anlægsvirksomhed, som kræver specialisering;56,1331;9,91342
21463876;1021004975;True;Steffen Børgesen;Ryvej 5;8464.0;Galten;False;;;01/01 - 2016;;5-9;;14610;Avl af smågrise;56,1331;9,91342
18431734;1003437549;False;MIKAEL PEDERSEN;Tollestrupvej 27;9500.0;Hobro;False;98648386.0;;01/01 - 1995;15/04 - 2013;0;;14610;Avl af smågrise;56,67835;9,58076
18431734;1018891219;False;udlejnings firma;Tollestrupvej 27;9500.0;Hobro;True;;;13/11 - 2013;30/11 - 2016;;;773900;Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.;56,67835;9,58076
18431734;1022200387;True;smågrise avl;Tollestrupvej 27;9500.0;Hobro;True;;mikhp26@hotmail.com;20/02 - 2017;;1;;14610;Avl af smågrise;56,67835;9,58076
15256885;1000890551;False;OLUF BERTELSEN DALL;Baldersvej 200;6100.0;Haderslev;False;74523795.0;;20/06 - 1991;30/06 - 2016;2-4;;14610;Avl af smågrise;55,23809;9,47713
15256885;1021601639;True;Oluf Dall;Baldersvej 200;6100.0;Haderslev;True;74523795.0;obdall@email.dk;08/07 - 2016;;1;;14610;Avl af smågrise;55,23809;9,47713
77492518;1002521976;False;TP-HYTTEN V/TORBEN POULSEN;Nørbæk 22;6950.0;Ringkøbing;False;;;01/08 - 1984;31/12 - 2007;0;;287590;Fremstilling af andre færdige metalprodukter i øvrigt;56,06372;8,34062
77492518;1021863641;True;Klaptoft Svineproduktion;Nørbæk 22;6950.0;Ringkøbing;True;;tp@klaptoft.dk;01/10 - 2016;;10-19;;14610;Avl af smågrise;56,06372;8,34062
18771187;1003554753;False;LARS PETERSEN;Grøngårdvej 25;6270.0;Tønder;False;74724272.0;;21/08 - 1995;31/03 - 2006;0;;12300;Dyrkning af citrusfrugter;54,91638;8,95024
18771187;1017453005;True;LARS PETERSEN;Grøngårdvej 25;6270.0;Tønder;False;74724272.0;petsen@post.tele.dk;01/01 - 2012;;0;;14610;Avl af smågrise;54,91638;8,95024
30578422;1013253982;True;CLAUSAGER INVEST ApS;Tarmvej 57;6880.0;Tarm;False;;;29/04 - 2007;;;Thomas Jensen;14610;Avl af smågrise;55,89779;8,43316
72603818;1002377674;True;HANS PEDER VESTERGAARD;Rudmevej 129;5750.0;Ringe;False;62272145.0;hpv@smilemail.dk;01/09 - 1980;;0;;14610;Avl af smågrise;55,19794;10,48521
18223406;1001457758;True;LANDMAND OLE SØNDERGAARD;Hæsumvej 85;9530.0;Støvring;False;98373229.0;;01/01 - 1995;;0;;14610;Avl af smågrise;56,90513;9,80808
80102917;1002589457;True;BIRGER HAUE-HANSEN;Buskevej 10;3751.0;Østermarie;False;56470250.0;;08/04 - 1969;;1;;14610;Avl af smågrise;55,15304;15,05475
92756750;1002843087;True;LANDMÆND JONNA E SKJØDT THOMSEN/KAJ CHRISTENSEN;Grønhedevej 14;9300.0;Sæby;False;98468148.0;;01/08 - 1983;;0;;14610;Avl af smågrise;57,29738;10,48617
15783133;1000977979;True;POUL BÆRILD HANSEN;Askeløkkevejen 5;3720.0;Aakirkeby;False;56975758.0;;15/01 - 1992;;0;;14610;Avl af smågrise;55,05374;14,95503
53121810;1002000615;True;ANDERS PETER OLSEN;Ribevej 145;7100.0;Vejle;False;75865658.0;;16/12 - 1970;;0;;14610;Avl af smågrise;55,62766;9,36049
28042531;1000557970;True;Finn Sten Parus;Jernvedvej 199;6771.0;Gredstedbro;False;74591377.0;;15/03 - 1981;;0;;14610;Avl af smågrise;55,41308;8,77159
18440091;1003439334;True;HENRIK NIELSEN;Nørre Snedevej 40;8700.0;Horsens;False;75654925.0;hn@vintengaard.dk;20/03 - 1995;;2-4;;14610;Avl af smågrise;55,89675;9,73478
35763147;1019356163;True;Steffen Dahl Pedersen;Sepstrupvej 55;8653.0;Them;True;;SteffenDahl@jubii.dk;01/04 - 2014;;5-9;;14610;Avl af smågrise;56,09026;9,44769
17946986;1001395446;True;ERLING RASMUSSEN;Møllevænget 13;5932.0;Humble;False;62571075.0;;15/08 - 1994;;5-9;;14610;Avl af smågrise;54,83826;10,66432
57017716;1002056422;True;TOFTEGÅRD V/J MORTENSEN;Bjørnkærvej 13;7830.0;Vinderup;False;97452483.0;;01/03 - 1976;;10-19;;14610;Avl af smågrise;56,39601;8,94722
71388557;1002342382;True;Poulsen I/S;Høve Bygade 12;4550.0;Asnæs;False;59650916.0;poulsenis@hotmail.com;01/01 - 1983;;5-9;;14610;Avl af smågrise;55,83409;11,48752
14387048;1000734266;True;LANDMAND JØRGEN HELTOFT;Løkkenvej 311;9700.0;Brønderslev;False;98838151.0;;01/08 - 1990;;5-9;;14610;Avl af smågrise;57,31726;9,87145
16926949;1001186108;True;LANDMAND NIELS KRISTIAN OIEN;Kirkevej 19;9300.0;Sæby;False;98466154.0;;01/05 - 1993;;5-9;Annexgården;14610;Avl af smågrise;57,3428;10,35329
33634005;1016888369;True;Engholm I/S;Dalagervej 1;7600.0;Struer;False;20714311.0;engholmis@dlgtele.dk;23/05 - 2011;;5-9;;14610;Avl af smågrise;56,4427;8,56157
14529748;1000758788;True;LANDBRUG V/ANNE MARIE NØRGAARD OG LEIF NØRGAARD;Visgårdvej 3;7400.0;Herning;False;97136314.0;;01/08 - 1990;;10-19;;14610;Avl af smågrise;56,22512;8,81516
26709970;1000042048;True;Søren Kristiansen;Fælledvej 15;9600.0;Aars;False;;;03/07 - 1967;;2-4;;14610;Avl af smågrise;56,85898;9,53766
18365685;1005978535;False;CLAUDI LANGE; 51;9999.0;Ukendt;False;;;01/02 - 1995;31/03 - 1995;;;980000;Uoplyst;56,03481674194336;9,319071769714355
18365685;1001488886;True;CLAUDI LANGE;Fårupvej 51;8410.0;Rønde;False;86379232.0;;01/04 - 1995;;2-4;;14610;Avl af smågrise;56,3336;10,43071
26189020;1003908792;True;Gårdejer Flemming Vile Jensen;Hedebyvej 4;6933.0;Kibæk;False;97194147.0;;02/07 - 2001;;2-4;;14610;Avl af smågrise;55,97554;8,75223
13871892;1000639600;True;GÅRDEJER LARS S JENSEN;Nr. Karstoftvej 19;6933.0;Kibæk;False;97187116.0;;16/01 - 1990;;5-9;;14610;Avl af smågrise;55,92983;8,99624
10634806;1000109739;True;STEN SMED;Gårsdalvej 24;8800.0;Viborg;False;86647232.0;;15/02 - 1987;;2-4;;14610;Avl af smågrise;56,43879;9,29173
31309107;1014322309;True;Pedersen Multisite v/Hans Christian Pedersen;Lykkesholmvej 2;4320.0;Lejre;False;;hcpedersen@dlgnet.dk;01/04 - 2007;;5-9;;14610;Avl af smågrise;55,55779;11,96726
92628655;1002841977;True;LANDMAND ANDERS CHRISTIAN LARSEN;Lindevej 80;9700.0;Brønderslev;False;98811259.0;;01/08 - 1988;;1;;14610;Avl af smågrise;57,25439;10,00953
18065479;1001423085;True;SØREN SMEDEGAARD;Øster Starupvej 15;7100.0;Vejle;False;22222365.0;;01/10 - 1994;;5-9;;14610;Avl af smågrise;55,64389;9,4687
15460296;1000927514;True;OTTO KJÆR LARSEN;Toftholmvej 124;9690.0;Fjerritslev;False;98225552.0;leneogottolarsen@gmail.com;01/07 - 1991;;1;;14610;Avl af smågrise;57,08891;9,13603
19060705;1003664408;True;GÅRDEJER PETER HANSEN;Hvedstrupvej 24;4000.0;Roskilde;False;46768696.0;;01/02 - 1996;;2-4;;14610;Avl af smågrise;55,70767;12,19812
21715182;1005146001;True;LARS PEDER HANSEN;Søgårdsvej 16;5792.0;Årslev;False;65958120.0;;15/06 - 1999;;5-9;;14610;Avl af smågrise;55,30342;10,36239
16825980;1001167117;True;LANDMAND ANTON BOILESEN;Astrupvej 18;8620.0;Kjellerup;False;86888668.0;;01/02 - 1993;;10-19;;14610;Avl af smågrise;56,26321;9,45797
26088186;1008498772;True;Slettegård;Slettegårdsvejen 2;3730.0;Nexø;False;51505026.0;slettegaard2@gmail.com;01/10 - 2000;;5-9;;14610;Avl af smågrise;55,03088;15,05204
29283001;1015814892;False;Bakkely;Ørbækvej 65;5854.0;Gislev;False;;famstrandholdt@gmail.com;01/02 - 2010;;1;;14610;Avl af smågrise;55,22928;10,63319
29283001;1001929339;True;Davidsgården v/Tony Strandholdt;Mullerupvej 24;5892.0;Gudbjerg Sydfyn;False;62271503.0;famstrandholdt@gmail.com;01/01 - 2006;;2-4;;14610;Avl af smågrise;55,16892;10,5994
16178071;1001049393;True;LANDMAND FRANK MADSEN;Skærbækvej 3;6870.0;Ølgod;False;75244725.0;;01/01 - 1992;;5-9;;14610;Avl af smågrise;55,82433;8,55846
17782703;1001358885;True;LANGHOLT V/LARS MELLEMKJÆR;Skævevej 112;9352.0;Dybvad;False;98869146.0;;17/05 - 1994;;2-4;;14610;Avl af smågrise;57,2821;10,26191
25077776;1007283888;True;Jens Leth-Pedersen;Steppingvej 24;6580.0;Vamdrup;False;75598878.0;;01/12 - 1999;;2-4;;14610;Avl af smågrise;55,39754;9,37109
21319201;1004851852;True;Graugård I/S;Pøl Nørregade 31;6430.0;Nordborg;True;74491547.0;kolmosgaard@gmail.com;01/10 - 1998;;5-9;;14610;Avl af smågrise;55,06911;9,75903
17102176;1001222874;True;KLØRUPGÅRD V/MOGENS GRØNBERG JEPPESEN;Viborgvej 252;8920.0;Randers NV;False;86405332.0;;26/07 - 1993;;2-4;;14610;Avl af smågrise;56,47297;9,95781
72845412;1002384334;True;NIELS STAGSTED;Ågårdsvej 6;9760.0;Vrå;False;98998104.0;;01/05 - 1973;;2-4;;14610;Avl af smågrise;57,39308;9,89274
60060118;1002106865;True;JENS ØSTERGAARD;Langelinie 27;4140.0;Borup;False;57528770.0;5xostergaard@post.tele.dk;01/01 - 1980;;1;;14610;Avl af smågrise;55,51088;11,90979
26078334;1011386845;False;Thorskovgård/Daybjerg/Egegård v/ Jørgen Boesen;Bårupvej 17;4360.0;Kirke Eskilstrup;False;;;01/06 - 2005;;0;;14620;Produktion af slagtesvin;55,55597;11,76746
26078334;1008487452;True;Thorskovgård/Daybjerg/Egegård v/Jørgen Boesen;Bukkerupvej 195;4360.0;Kirke Eskilstrup;False;59180921.0;;01/07 - 2001;;2-4;;14610;Avl af smågrise;55,57642;11,77993
15305835;1000900169;True;JØRGEN LINDVED;Båstrupvej 8;8722.0;Hedensted;False;75893743.0;;01/07 - 1991;;2-4;;14610;Avl af smågrise;55,78543;9,6582
17065580;1001215247;True;PETER BREMER HANSEN;Grønnedalen 1;8700.0;Horsens;False;75667016.0;;01/07 - 1993;;0;;14610;Avl af smågrise;55,91962;9,9253
18626683;1003505253;True;TORBEN LYKKE HANSEN;Søfældevej 9;5750.0;Ringe;False;62272611.0;;01/07 - 1995;;0;;14610;Avl af smågrise;55,15009;10,42187
84329819;1002692478;True;Niels Erik Grønlund Nielsen.;Vidtskuevej 8;7160.0;Tørring;False;75801920.0;;01/01 - 1978;;2-4;;14610;Avl af smågrise;55,87029;9,48379
19358135;1003783111;True;KIM JENSEN;Nr Næråvej 81;5450.0;Otterup;False;64824642.0;;01/07 - 1996;;1;;14610;Avl af smågrise;55,57119;10,27105
82121919;1002637770;True;Frede Konrad Jensen;Frederiksværkvej 2;7441.0;Bording;False;86862555.0;;01/11 - 1971;;5-9;;14610;Avl af smågrise;56,17237934152406;9,258742757875796
19214575;1003725567;True;GÅRDEJER PETER HJORT JENSEN;Kristiansmindevej 11;8500.0;Grenaa;False;86387937.0;;19/04 - 1996;;2-4;;14610;Avl af smågrise;56,43785;10,80131
30106385;1012911218;True;Bygholmgaard I/S v/Henning Glerup og Bo Glerup;Møsvråvej 43;6051.0;Almind;False;75561619.0;bygholmgaard@mail.tele.dk;01/01 - 2007;;2-4;;14610;Avl af smågrise;55,56293;9,52194
12705271;1000432303;True;FLEMMING LUND;Engmarksvej 21;7100.0;Vejle;False;75865031.0;;17/12 - 1988;;1;;14610;Avl af smågrise;55,67174;9,47427
76439117;1002490810;True;Hans Heinrich Jacobsen;Stenbæk 1;6310.0;Broager;False;74440116.0;;01/10 - 1980;;2-4;;14610;Avl af smågrise;54,90287;9,69991
20791837;1004511591;True;HENRIK HØJBAK;Kløv Kær 6;7700.0;Thisted;False;97995201.0;;01/04 - 1998;;2-4;;14610;Avl af smågrise;57,03455;8,79674
17993097;1001406851;True;I/S HOUSTRUPGÅRD V/BUDOLF BUDOLFSEN & CLAUS BUDOLFSEN;Sæbyvej 829;9830.0;Tårs;False;98961094.0;;01/06 - 1993;;5-9;;14610;Avl af smågrise;57,39376;10,09739
20116706;1006143250;False;KURT SIMONSEN; 29;9999.0;Ukendt;False;;;01/07 - 1997;31/03 - 1998;;;980000;Uoplyst;56,03481674194336;9,319071769714355
20116706;1000007934;True;KURT SIMONSEN;Bredstrupvej 29;5450.0;Otterup;False;64871143.0;Kurt@Simonsen.mail.dk;03/07 - 1967;;2-4;;14610;Avl af smågrise;55,56092;10,31165
17119702;1001226674;True;I/S FRØSLEVGAARD V/JØRGEN & KURT AGERHOLM;Elsøvej 260;7900.0;Nykøbing M;False;97744314.0;;15/07 - 1993;;2-4;;14610;Avl af smågrise;56,8073;8,72765
75890311;1002473561;True;IVAR SØNDERGAARD;Skarrehagevej 4;7900.0;Nykøbing M;False;97752424.0;;15/01 - 1981;;5-9;;14610;Avl af smågrise;56,93823;8,87349
20733799;1004478341;True;Johan Philip Solmer;Avnbøløstenvej 73B;6400.0;Sønderborg;False;74461652.0;avnboellund@bbsyd.dk;01/04 - 1998;;5-9;;14610;Avl af smågrise;54,95073;9,66399
26700981;1001311663;True;Palle Eriksen;Sofiesmindevej 51;9620.0;Aalestrup;False;98642329.0;;01/01 - 1994;;5-9;;14610;Avl af smågrise;56,68085;9,51089
18124505;1001435471;True;GÅRDEJER PETER JUUL SØRENSEN;Skansevej 11;8560.0;Kolind;False;86339141.0;;01/12 - 1994;;2-4;;14610;Avl af smågrise;56,40613;10,717
11751830;1000269629;True;ERIK JENSEN;Voer Gade 1;8950.0;Ørsted;False;86488579.0;;01/05 - 1981;;5-9;;14610;Avl af smågrise;56,51432;10,26773
32603262;1015749829;True;Tommy Petersen;Fogderupvej 17;6372.0;Bylderup-Bov;True;21661747.0;;01/10 - 2009;;2-4;;14610;Avl af smågrise;55,02808;9,16741
26933188;1004452344;True;Landmand Boe Holger Jørgensen;Ejdrupvej 55;9240.0;Nibe;False;98387357.0;;01/01 - 1998;;10-19;;14610;Avl af smågrise;56,889;9,53648
65849216;1002218603;True;ERLING BECH POULSEN;Høvsørevej 41;7650.0;Bøvlingbjerg;False;;;01/01 - 1981;;2-4;;14610;Avl af smågrise;56,43401;8,18774
35494065;1018983296;True;I/S Sørensen;Præstegårdsvej 54;7700.0;Thisted;False;97971516.0;ellingsighus@soerensen.tdcadsl.dk;01/01 - 2014;;2-4;;14610;Avl af smågrise;56,95711;8,61977
75789858;1002470471;True;GÅRDEJER SØREN ERNST PETERSEN;Rødvigvej 61;4673.0;Rødvig Stevns;False;56506426.0;;01/07 - 1980;;5-9;;14610;Avl af smågrise;55,26362;12,38535
12918402;1005545272;True;BENT BJERG JENSEN;Muldbjergvej 10;6971.0;Spjald;False;97381697.0;;01/02 - 1988;;5-9;;14610;Avl af smågrise;56,12619;8,48944
21815470;1005226084;True;LANDBRUG KLAUS GOTTHARDSEN;Hjortvadvej 23;6760.0;Ribe;False;74855040.0;;15/07 - 1999;;1;;14610;Avl af smågrise;55,38979;8,93201
14240772;1000705191;True;JOHN PØLUND;Mølholmvej 49;9740.0;Jerslev J;False;98831733.0;;01/04 - 1985;;1;;14610;Avl af smågrise;57,27561;10,0977
16533580;1009513066;False;LANDMAND/VOGNMAND BJARNE THOMSEN;Bygumvej 23;9620.0;Aalestrup;False;;;01/02 - 1979;01/02 - 1979;;;980000;Uoplyst;56,69089;9,46034
16533580;1002730426;True;LANDMAND/VOGNMAND BJARNE THOMSEN;Bygumvej 23;9620.0;Aalestrup;False;98641630.0;;01/02 - 1979;;2-4;;14610;Avl af smågrise;56,69089;9,46034
76467528;1002491829;True;LARS MØLLER;Solholtvej 16;9352.0;Dybvad;False;98861100.0;;09/11 - 1984;;1;;14610;Avl af smågrise;57,27314;10,29173
55484813;1002034547;True;CLAUS GEORG WILLIAM WIESE SOPHIENLUND;Sophienlundvej 1;8660.0;Skanderborg;False;86531501.0;;01/09 - 1973;;10-19;;14610;Avl af smågrise;55,99227;10,03238
78929413;1002565907;True;KIRSTINELUND V/JØRGEN SOMMER;Monbjergvej 10;8752.0;Østbirk;False;75781624.0;;01/07 - 1985;;2-4;;14610;Avl af smågrise;55,96745;9,78006
31117372;1014190003;True;Hvidtfeldtgaard v/Tony Lægsgaard Johansen;Gillesbjergvej 10;5900.0;Rudkøbing;False;62571842.0;info@hvidtfeldtgaard.dk;01/01 - 2008;;10-19;;14610;Avl af smågrise;54,86196;10,78725
31117372;1015966544;False;Hvidtfeldtgaard v/Tony Lægsgaard Johansen;Gillesbjergvej 10;5900.0;Rudkøbing;False;;;09/04 - 2010;;5-9;;14610;Avl af smågrise;54,86196;10,78725
20968591;1004612480;True;FINN MORTENSEN;Kaløgråvej 13;4990.0;Sakskøbing;False;54772175.0;;01/07 - 1998;;2-4;;14610;Avl af smågrise;54,85384;11,65971
12200072;1000348176;True;Troelsmosegård V/Steen Stenskrog;Skovsbjergvej 22;5631.0;Ebberup;False;64741974.0;;01/08 - 1987;;5-9;;14610;Avl af smågrise;55,2542;10,01134
26563364;1009056102;True;Ekkodal I/S;Råvej 10;4930.0;Maribo;False;;;01/04 - 2002;;2-4;;14610;Avl af smågrise;54,75422;11,42883
40619704;1024856557;True;Lindemærke Genetics;Gammelengvej 41;6630.0;Rødding;True;;lrb@lindemaerke.dk;28/06 - 2019;;2-4;Louise Rodenberg Bang;14610;Avl af smågrise;55,33605;9,11492
20878495;1006224243;False;LANDBRUG V/HENNING DEJGAARD JENSEN; 5 B.;9999.0;Ukendt;False;;;07/05 - 1998;01/06 - 1998;;;980000;Uoplyst;55,7154;9,52311
20878495;1002613715;True;LANDBRUG V/HENNING DEJGAARD JENSEN;Kragerisvej 5B;6870.0;Ølgod;False;75244747.0;;16/10 - 1974;;5-9;;14610;Avl af smågrise;55,83617;8,66018
20503041;1004344138;True;HELLEDI I/S;Trehøjevej 26;8882.0;Fårvang;False;;;01/07 - 1997;;5-9;;14610;Avl af smågrise;56,25361;9,71197
27840108;1010685334;True;Tybjerggaard v/Susanne Jeppesen;Tybjergvej 20;4160.0;Herlufmagle;False;20861629.0;tybjerggaard@tybjerggaard.dk;01/07 - 2004;;50-99;;14610;Avl af smågrise;55,34808;11,80735
27840108;1022748072;False;Dønnerup Opformering;Sørningevej 5;4450.0;Jyderup;True;57647182.0;tybjerggaard@tybjerggaard.dk;16/02 - 2017;;10-19;;14610;Avl af smågrise;55,60795;11,42307
27840108;1022748641;False;Astrup Opformering;Astrupvej 11;4450.0;Jyderup;True;57647182.0;tybjerggaard@tybjerggaard.dk;16/02 - 2017;;5-9;;14610;Avl af smågrise;55,65168;11,35589
16280771;1001071815;True;CARL HØIRIIS;Ettrupvej 2;7760.0;Hurup Thy;False;97951801.0;;15/07 - 1992;;2-4;;14610;Avl af smågrise;56,7612;8,41267
14663347;1000781003;True;Rykind v/Hanne Koldkjær & Jakob Vilhelmsen;Ålborgvej 488;9352.0;Dybvad;False;98864014.0;;01/12 - 1990;;2-4;;14610;Avl af smågrise;57,26564;10,33156
17883208;1001380633;True;LARS JØRGEN KNUDSEN;Langagervej 4;7171.0;Uldum;False;75679343.0;;15/07 - 1994;;2-4;;14610;Avl af smågrise;55,84824;9,56782
29700958;1012498787;True;Søren Jakobsen;Mammen Byvej 94;8850.0;Bjerringbro;False;40727024.0;sorenjakobsen@ungdom.dk;01/08 - 2006;;2-4;;14610;Avl af smågrise;56,41418;9,59995
12487886;1005511431;False;LARS RUBÆK; 224;9999.0;Ukendt;False;;;01/01 - 1987;14/07 - 1987;;;980000;Uoplyst;56,03481674194336;9,319071769714355
12487886;1000394100;True;LARS RUBÆK;Guldborgvej 224;4862.0;Guldborg;False;;;15/07 - 1987;;2-4;;14610;Avl af smågrise;54,85735;11,72755
34565589;1017823457;True;Brian Toft Nielsen;Læborg Kirkevej 21;6600.0;Vejen;False;23655036.0;Briannielsen@bmoelholm.dk;16/07 - 2012;;5-9;;14610;Avl af smågrise;55,53092;9,06616
27791476;1010940326;True;Poul Aarup;Stauningvej 30;6900.0;Skjern;False;;;01/06 - 2004;;2-4;;14610;Avl af smågrise;55,95022;8,4093
76021317;1002478459;True;HØVÆNGEGÅRD V/HOLGER MARCHER;Høvængevej 10;4894.0;Øster Ulslev;False;54865616.0;;01/01 - 1984;;5-9;;14610;Avl af smågrise;54,67193;11,61692
30133870;1012930794;True;Holger Emil Andersen;Timringvej 25;6920.0;Videbæk;False;97131615.0;;01/01 - 2007;;2-4;;14610;Avl af smågrise;56,13233;8,73125
54172710;1002014378;True;PROPRIETÆR HENRIK BRIX;Hornumkærvej 8;8783.0;Hornsyld;False;75897623.0;;01/11 - 1975;;0;;14610;Avl af smågrise;55,73982;9,80094
14790195;1000805874;True;TUNEGÅRD V/LARS F PETERSEN;Rendebjergvej 19;4030.0;Tune;False;46138005.0;tunegaard@get2net.dk;01/06 - 1990;;2-4;;14610;Avl af smågrise;55,60143;12,19838
13289948;1005573492;False;GÅRDEJER JENS THOMSEN; 1;9999.0;Ukendt;False;;;01/01 - 1988;31/07 - 1994;;;980000;Uoplyst;56,03481674194336;9,319071769714355
13289948;1000536677;True;GÅRDEJER JENS THOMSEN;Roostvej 1;6535.0;Branderup J;False;74834152.0;;01/08 - 1994;;0;;14610;Avl af smågrise;55,13232;9,00397
21008648;1004638555;True;STEEN OVE SCHMIDT;Ertebjergvej 39;6470.0;Sydals;False;74407423.0;;01/07 - 1998;;0;;14610;Avl af smågrise;54,94086;9,98809
78364416;1002548464;True;OTTO KRISTENSEN;Bredvadmøllevej 22;8740.0;Brædstrup;False;75752527.0;;01/08 - 1985;;0;;14610;Avl af smågrise;55,96413;9,65038
10215315;1025209113;True;Boet efter Holger Bolvig Nielsen;Havnepladsen 7;9900.0;Frederikshavn;False;;;08/12 - 2017;31/03 - 2020;;advokat John Henrik Andersen;14610;Avl af smågrise;57,4379;10,53809
33029012;1001699042;True;BALLEGÅRD V/M ANDERSEN;Rolighedsvej 20;5672.0;Broby;False;62631525.0;;20/09 - 1971;;0;;14610;Avl af smågrise;55,19933;10,25161
77165215;1002512991;True;THOMAS REFSLUND;Gelballevej 44;6640.0;Lunderskov;False;75585542.0;;01/05 - 1977;;0;;14610;Avl af smågrise;55,48312;9,34261
19945294;1004064329;True;SVINEPRODUKTION V/TOMMY PEDERSEN;Østervangsvej 16;9700.0;Brønderslev;False;;;01/04 - 1997;;0;;14610;Avl af smågrise;57,29967;9,97891
70045818;1006751141;False;HOLSTDAL I/S V/IB & JOHAN GUNDELACH; 32;9999.0;Ukendt;False;;;01/01 - 1901;31/12 - 1977;;;980000;Uoplyst;56,03481674194336;9,319071769714355
70045818;1002312717;True;HOLSTDAL I/S V/IB & JOHAN GUNDELACH;Holstdalsvej 32;7130.0;Juelsminde;False;;calgund@gmail.com;01/01 - 1978;;0;;14610;Avl af smågrise;55,74923;9,95072
16073245;1001029308;True;GÅRDEJER PETER HEVRING KRISTENSEN;Hvidkløvervej 4;8983.0;Gjerlev J;False;86476507.0;;25/04 - 1992;;0;;14610;Avl af smågrise;56,58062;10,18263
